std1_Jac2,0.061584,0.03481,0.927283,0.037232,0.601862,0.0,3.587856,0.028227,5.326611042,31.471264,1.710528,3.616083,46.358223
std1_Jac3_db,0.042387,0.031907,0.878941,0.032701,0.061642,0.0,0.859501,0.025498,1.979590416,54.150036,1.094592,0.884998,121.124397
std1_Jac3,0.069894,0.033792,0.997901,0.037046,0.662227,0.0,4.070291,0.027414,5.9469056129,38.561615,1.8492,4.097705,55.963585
Zd_Jac2_db,0.051738,0.032886,1.133328,0.00936,0.062864,0.0,1.150736,0.028579,2.5166079998,53.331367,1.337293,1.179315,113.806847
Zd_Jac2,0.07112,0.034666,1.166688,0.038432,0.742032,0.0,4.752278,0.028467,6.8809242249,33.528908,2.100179,4.780746,48.258141
Zd_Jac3_db,0.052154,0.033318,1.13432,0.009315,0.063942,0.0,1.241165,0.029891,2.6106879711,58.437294,1.339632,1.271056,120.02739
Zd_Jac3,0.071334,0.034486,1.367123,0.03728,0.875738,0.0,5.96287,0.028099,8.4243297577,37.751835,2.43336,5.990969,53.085552
Zd_Jac6_db,0.045261,0.033338,1.02464,0.00921,0.062173,0.0,1.125338,0.029139,2.3768866062,56.465122,1.22241,1.154477,116.252823
Zd_Jac6,0.071274,0.034544,1.173287,0.037923,0.768323,0.0,5.119981,0.027706,7.280380249,34.933861,2.132694,5.147686,49.407009
rajat16,0.403053,0.742528,6.633386,0.138378,169.088531,0.0,42.518833,0.125926,219.7138214111,8.235435,177.069061,42.64476,42.430515
rajat17,0.401638,0.70217,6.626457,0.138845,169.694794,0.0,42.644688,0.128726,220.4009246826,8.209762,177.627518,42.773415,42.302891
rajat18,0.418192,0.837709,5.989645,0.134394,166.920547,0.0,38.315872,0.176013,212.8536834717,8.280054,174.361801,38.491886,45.787315
bundle1,0.044429,0.026269,2.585757,0.032432,0.898912,0.0,8.539398,0.02672,12.2005558014,77.755455,3.634438,8.566118,110.745583
CO,2.371085,0.803232,3.05464,0.04463,4.26809,0.0,14.207561,0.2,24.9967632294,22.141888,10.589203,14.40756,38.41563
Ga10As10H30,0.221795,0.751341,4.375491,0.037994,4.002041,0.0,41.6129,0.07809,51.1276016235,42.955685,9.436612,41.69099,52.678555
Ga19As19H42,1.293229,0.700781,7.649459,0.039299,3.881965,0.0,79.886124,0.229258,93.729019165,42.895969,13.613638,80.115379,50.185085
Ga3As3H12,0.210957,0.034928,9.009048,0.036922,0.686138,0.0,85.490646,0.032544,95.5484848022,76.9776,10.025294,85.523193,86.001144
Ga41As41H72,2.847968,0.329149,17.766701,0.048422,4.266605,0.0,202.403458,0.371386,228.0817108154,37.290348,25.306868,202.774841,41.944286
GaAsH6,0.131539,0.035158,3.596797,0.037555,2.442736,0.0,30.072441,0.034621,36.3987197876,71.315605,6.291658,30.107061,86.218864
Ge87H76,0.335139,0.61559,6.222874,0.039322,4.259101,0.0,54.914402,0.089238,66.5236206055,44.180733,11.51998,55.003639,53.43396
Ge99H100,0.34311,0.601181,6.941117,0.039446,3.540224,0.0,61.267799,0.093802,72.8748016357,45.064011,11.513201,61.361603,53.519314
H2O,0.103366,0.961021,0.816557,0.042909,1.687568,0.0,3.700717,0.005043,7.3648386002,20.329222,3.659078,3.70576,40.402355
Si10H16,0.052906,0.034045,0.861667,0.034605,0.451786,0.0,4.310698,0.009677,5.8016805649,38.701096,1.481306,4.320375,51.970352
