HTC_336_4438,226K,0.9M,541.2M,83.3M,3.0,726.8505,0.7446175814,23.12,50.68,10.68
HTC_336_9129,226K,0.9M,467.1M,73.6M,3.0,387.1507,1.2064846754,3.55,34.81,13.42
TSC_OPF_1047,8K,2.0M,2704.8M,8.8M,153.0,18.5714,145.6413269043,0.41,1.49,1814.91
TSC_OPF_300,10K,0.8M,866.2M,20.1M,21.0,104.3074,8.3046140671,5.99,5.84,148.4
Serena,1391K,64.5M,6223.9M,315.8M,9.0,130.1007,47.8393516541,2.81,10.12,614.89
Emilia_923,923K,41.0M,3668.4M,179.9M,10.0,81.122,45.2210006714,1.87,6.24,588.17
Fault_639,639K,28.6M,2597.6M,126.6M,10.0,59.0844,43.963558197,1.56,4.23,613.7
Flan_1565,1565K,117.4M,18026.9M,509.7M,17.0,306.8558,58.7470321655,7.2,23.57,764.77
Geo_1438,1438K,63.2M,5603.5M,274.5M,10.0,118.6877,47.2117767334,2.6,9.3,602.29
Hook_1498,1498K,60.9M,5537.8M,312.4M,8.0,105.3298,52.5757789612,2.59,7.85,705.22
StocF-1465,1465K,21.0M,621.7M,93.2M,3.0,27.2726,22.7961978912,1.25,1.34,464.0
Cube_Coup_dt0,2165K,127.2M,15036.4M,552.7M,13.0,204.4087,73.5605010986,4.78,15.7,957.6
Long_Coup_dt6,1470K,87.1M,10448.5M,388.7M,13.0,164.5376,63.5021247864,3.74,12.77,818.5
Chevron4,711K,6.4M,114.6M,17.7M,3.0,10.0393,11.4113941193,0.57,0.46,248.45
CurlCurl_2,807K,8.9M,198.8M,44.5M,2.0,11.8711,16.7427597046,0.72,0.5,397.99
CurlCurl_3,1220K,13.5M,302.8M,67.9M,2.0,18.2173,16.619720459,1.15,0.73,414.63
CurlCurl_4,2381K,26.5M,594.2M,133.4M,2.0,29.5185,20.1294994354,1.56,1.4,424.0
333SP,3713K,22.2M,269.6M,72.0M,1.0,29.0408,9.2822160721,1.57,1.31,205.43
AS365,3799K,22.7M,277.8M,74.6M,1.0,31.8037,8.7352619171,1.67,1.45,191.0
M6,3502K,21.0M,257.0M,69.0M,1.0,29.5864,8.6851539612,1.56,1.34,191.49
NLR,4164K,25.0M,305.5M,82.0M,1.0,35.2617,8.6647806168,1.83,1.61,190.12
vsp_bcsstk30_500sep_10in_1Kout,58K,4.0M,678.3M,18.2M,18.0,15.5183,43.707775116,0.29,1.26,537.5
vsp_befref_fxm_2_4_air02,14K,0.2M,158.4M,38.3M,2.0,101.7831,1.556724906,1.47,8.76,18.09
vsp_msc10848_300sep_100in_1Kout,22K,2.4M,649.2M,12.8M,25.0,13.1229,49.4676094055,0.23,1.08,601.41
CoupCons3D,417K,22.3M,2454.4M,89.1M,13.0,42.5553,57.6757278442,1.36,2.76,888.73
ML_Laplace,377K,27.7M,4076.9M,95.9M,21.0,56.2327,72.5005874634,1.9,3.65,1116.99
Bump_2911,2911K,127.7M,11490.3M,560.2M,10.0,218.1754,52.6654891968,4.36,17.55,654.85
hangGlider_3,10K,0.1M,167.8M,83.2M,1.0,318.8809,0.526209712,3.88,28.06,5.98
hangGlider_4,16K,0.1M,385.2M,191.3M,1.0,1109.9028,0.3470496535,9.02,105.76,3.64
hangGlider_5,16K,0.2M,407.8M,202.6M,1.0,1195.1886,0.3411727846,9.23,113.95,3.58
lowThrust_4,14K,0.2M,115.0M,28.3M,2.0,107.6888,1.0681455135,1.78,9.08,12.67
lowThrust_5,16K,0.2M,164.8M,40.6M,2.0,151.2902,1.0891236067,2.41,12.75,12.93
lowThrust_6,17K,0.2M,178.4M,44.0M,2.0,171.0816,1.0427041054,2.31,14.83,12.03
lowThrust_7,17K,0.2M,187.8M,46.4M,2.0,177.0301,1.0607807636,2.73,15.21,12.35
lowThrust_8,18K,0.2M,194.8M,48.1M,2.0,188.7757,1.0319740772,2.83,16.12,12.09
lowThrust_9,18K,0.2M,202.3M,50.0M,2.0,199.7301,1.0126296282,3.04,17.01,11.89
lowThrust_10,18K,0.2M,207.0M,51.1M,2.0,207.0343,1.0000642538,3.15,17.5,11.83
lowThrust_11,18K,0.2M,209.5M,51.8M,2.0,216.216,0.968932569,3.04,18.61,11.26
lowThrust_12,18K,0.2M,211.5M,52.3M,2.0,216.3282,0.9777451754,3.15,18.54,11.41
lowThrust_13,18K,0.2M,211.9M,52.4M,2.0,208.718,1.015370369,3.15,17.77,11.93
iChem_Jacobian,274K,4.1M,127.6M,18.8M,3.0,6.3217,20.1789360046,0.37,0.28,451.56
cant,62K,4.0M,539.0M,17.4M,15.0,9.3427,57.6892089844,0.25,0.69,784.42
pwtk,218K,11.6M,1252.1M,32.8M,19.0,13.4368,93.185043335,0.55,0.75,1674.84
offshore,260K,4.2M,142.7M,23.4M,3.0,6.3924,22.3210411072,0.35,0.31,457.91
pdb1HYS,36K,4.3M,1110.6M,19.6M,28.0,13.9131,79.8273162842,0.3,1.1,1013.83
rma10,47K,2.4M,313.0M,7.9M,19.0,4.0824,76.6609115601,0.12,0.29,1064.49
shipsec1,141K,7.8M,901.3M,24.1M,18.0,16.1483,55.8125953674,0.42,1.21,745.29
consph,83K,6.0M,927.7M,26.5M,17.0,13.6506,67.9596557617,0.35,1.02,908.34
conf5_4-8x8-05,49K,1.9M,149.5M,10.9M,6.0,4.5549,32.8262710571,0.14,0.32,465.94
filter3D,106K,2.7M,171.9M,20.2M,4.0,6.0198,28.5581531525,0.27,0.39,446.41
af_shell10,1508K,52.7M,3681.8M,142.7M,12.0,52.9532,69.5299606323,2.08,3.17,1162.23
hood,221K,10.8M,1124.1M,34.2M,16.0,16.0706,69.9448928833,0.49,1.06,1063.84
cant,62K,4.0M,539.0M,17.4M,15.0,183.9768,2.9295701981,0.23,18.0,29.94
cant,62K,4.0M,539.0M,17.4M,15.0,184.6586,2.918753624,0.23,18.61,28.96
cant,62K,4.0M,539.0M,17.4M,15.0,174.2981,3.092247963,0.23,16.88,31.92
cant,62K,4.0M,539.0M,17.4M,15.0,182.154,2.9588861465,0.23,18.25,29.54
cant,62K,4.0M,539.0M,17.4M,15.0,175.9835,3.0626335144,0.23,17.3,31.16
cant,62K,4.0M,539.0M,17.4M,15.0,182.8729,2.9472544193,0.23,18.41,29.28
cant,62K,4.0M,539.0M,17.4M,15.0,3.9552,136.2694549561,0.27,0.13,4061.59
delaunay_n24,16777K,100.7M,1267.8M,347.3M,1.0,81.8826,15.4834938049,5.92,2.29,553.25
cant,62K,4.0M,539.0M,17.4M,15.0,11.832,45.5521430969,10.5,1.33,404.03
cant,62K,4.0M,539.0M,17.4M,15.0,3.52,153.1173248291,2.19,1.33,405.24
cant,62K,4.0M,539.0M,17.4M,15.0,3.664,147.099609375,2.33,1.33,404.63
cant,62K,4.0M,539.0M,17.4M,15.0,3.484,154.6994781494,2.16,1.32,407.08
